video_id,gesture_label,original_source_dataset,original_split,assigned_split,train_test_usage,experiment_stage
vid_00458,Stop Sign,Jester,unknown,Train,train,baseline
vid_00459,Swipe Left,Jester,unknown,Train,train,baseline
vid_00460,Swipe Left,Jester,unknown,Train,train,baseline
vid_00461,Thumb Down,Jester,unknown,Train,train,baseline
vid_00462,Thumb Down,Jester,unknown,Train,train,baseline
vid_00463,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00464,Swipe Right,Jester,unknown,Train,train,baseline
vid_00465,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00466,Swipe Right,Jester,unknown,Train,train,baseline
vid_00467,Stop Sign,Jester,unknown,DS1,test,task1
vid_00468,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00469,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00470,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00471,Swipe Right,Jester,unknown,Train,train,baseline
vid_00472,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00473,Swipe Left,Jester,unknown,Train,train,baseline
vid_00474,Thumb Down,Jester,unknown,Train,train,baseline
vid_00475,Swipe Right,Jester,unknown,DS1,test,task1
vid_00476,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00477,Stop Sign,Jester,unknown,Train,train,baseline
vid_00478,Swipe Left,Jester,unknown,Train,train,baseline
vid_00479,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00480,Swipe Left,Jester,unknown,Train,train,baseline
vid_00481,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00482,Swipe Right,Jester,unknown,Train,train,baseline
vid_00483,Thumb Down,Jester,unknown,Train,train,baseline
vid_00484,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00485,Stop Sign,Jester,unknown,Train,train,baseline
vid_00486,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00487,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00488,Swipe Right,Jester,unknown,Train,train,baseline
vid_00489,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00490,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00491,Swipe Left,Jester,unknown,Train,train,baseline
vid_00492,Swipe Left,Jester,unknown,Train,train,baseline
vid_00493,Thumb Down,Jester,unknown,Train,train,baseline
vid_00494,Thumb Down,Jester,unknown,Train,train,baseline
vid_00495,Swipe Right,Jester,unknown,Train,train,baseline
vid_00496,Swipe Right,Jester,unknown,Train,train,baseline
vid_00497,Swipe Left,Jester,unknown,DS3,test,task3
vid_00498,Swipe Left,Jester,unknown,Train,train,baseline
vid_00499,Swipe Left,Jester,unknown,Train,train,baseline
vid_00500,Swipe Right,Jester,unknown,Train,train,baseline
vid_00501,Swipe Left,Jester,unknown,Train,train,baseline
vid_00502,Thumb Down,Jester,unknown,DS3,test,task3
vid_00503,Swipe Left,Jester,unknown,DS3,test,task3
vid_00504,Stop Sign,Jester,unknown,Train,train,baseline
vid_00505,Swipe Right,Jester,unknown,Train,train,baseline
vid_00506,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00507,Swipe Left,Jester,unknown,Train,train,baseline
vid_00508,Thumb Down,Jester,unknown,Train,train,baseline
vid_00509,Swipe Left,Jester,unknown,DS3,test,task3
vid_00510,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00511,Thumb Down,Jester,unknown,Train,train,baseline
vid_00512,Stop Sign,Jester,unknown,DS3,test,task3
vid_00513,Rolling Forward,Jester,unknown,DS3,test,task3
vid_00514,Stop Sign,Jester,unknown,Train,train,baseline
vid_00515,Thumb Down,Jester,unknown,Train,train,baseline
vid_00516,Swipe Left,Jester,unknown,Train,train,baseline
vid_00517,Swipe Left,Jester,unknown,DS1,test,task1
vid_00518,Stop Sign,Jester,unknown,Train,train,baseline
vid_00519,Swipe Left,Jester,unknown,Train,train,baseline
vid_00520,Stop Sign,Jester,unknown,Train,train,baseline
vid_00521,Swipe Left,Jester,unknown,Train,train,baseline
vid_00522,Swipe Right,Jester,unknown,Train,train,baseline
vid_00523,Stop Sign,Jester,unknown,DS2,test,task2
vid_00524,Swipe Right,Jester,unknown,Train,train,baseline
vid_00525,Swipe Right,Jester,unknown,Train,train,baseline
vid_00526,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00527,Stop Sign,Jester,unknown,DS2,test,task2
vid_00528,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00529,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00530,Swipe Left,Jester,unknown,DS2,test,task2
vid_00531,Swipe Left,Jester,unknown,Train,train,baseline
vid_00532,Stop Sign,Jester,unknown,DS2,test,task2
vid_00533,Stop Sign,Jester,unknown,Train,train,baseline
vid_00534,Thumb Down,Jester,unknown,Train,train,baseline
vid_00535,Stop Sign,Jester,unknown,Train,train,baseline
vid_00536,Swipe Left,Jester,unknown,Train,train,baseline
vid_00537,Swipe Right,Jester,unknown,Train,train,baseline
vid_00538,Rolling Forward,Jester,unknown,DS2,test,task2
vid_00539,Thumb Down,Jester,unknown,DS1,test,task1
vid_00540,Stop Sign,Jester,unknown,DS2,test,task2
vid_00541,Swipe Left,Jester,unknown,Train,train,baseline
vid_00542,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00543,Stop Sign,Jester,unknown,Train,train,baseline
vid_00544,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00545,Thumb Down,Jester,unknown,DS3,test,task3
vid_00546,Stop Sign,Jester,unknown,Train,train,baseline
vid_00547,Swipe Right,Jester,unknown,Train,train,baseline
vid_00548,Swipe Left,Jester,unknown,Train,train,baseline
vid_00549,Thumb Down,Jester,unknown,Train,train,baseline
vid_00550,Thumb Down,Jester,unknown,DS1,test,task1
vid_00551,Thumb Down,Jester,unknown,Train,train,baseline
vid_00552,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00553,Rolling Backward,Jester,unknown,DS1,test,task1
vid_00554,Stop Sign,Jester,unknown,DS2,test,task2
vid_00555,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00556,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00557,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00558,Thumb Down,Jester,unknown,DS3,test,task3
vid_00559,Swipe Right,Jester,unknown,DS2,test,task2
vid_00560,Thumb Down,Jester,unknown,Train,train,baseline
vid_00561,Thumb Down,Jester,unknown,DS2,test,task2
vid_00562,Stop Sign,Jester,unknown,DS1,test,task1
vid_00563,Swipe Left,Jester,unknown,DS3,test,task3
vid_00564,Swipe Right,Jester,unknown,DS2,test,task2
vid_00565,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00566,Swipe Left,Jester,unknown,Train,train,baseline
vid_00567,Swipe Left,Jester,unknown,Train,train,baseline
vid_00568,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00569,Swipe Left,Jester,unknown,Train,train,baseline
vid_00570,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00571,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00572,Swipe Left,Jester,unknown,Train,train,baseline
vid_00573,Thumb Down,Jester,unknown,Train,train,baseline
vid_00574,Thumb Down,Jester,unknown,Train,train,baseline
vid_00575,Swipe Left,Jester,unknown,Train,train,baseline
vid_00576,Swipe Left,Jester,unknown,Train,train,baseline
vid_00577,Stop Sign,Jester,unknown,Train,train,baseline
vid_00578,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00579,Swipe Left,Jester,unknown,Train,train,baseline
vid_00580,Swipe Left,Jester,unknown,Train,train,baseline
vid_00581,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00582,Swipe Left,Jester,unknown,DS3,test,task3
vid_00583,Swipe Left,Jester,unknown,Train,train,baseline
vid_00584,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00585,Thumb Down,Jester,unknown,DS3,test,task3
vid_00586,Swipe Right,Jester,unknown,DS1,test,task1
vid_00587,Stop Sign,Jester,unknown,DS3,test,task3
vid_00588,Stop Sign,Jester,unknown,Train,train,baseline
vid_00589,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00590,Swipe Right,Jester,unknown,Train,train,baseline
vid_00591,Swipe Left,Jester,unknown,Train,train,baseline
vid_00592,Stop Sign,Jester,unknown,DS1,test,task1
vid_00593,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00594,Stop Sign,Jester,unknown,Train,train,baseline
vid_00595,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00596,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00597,Stop Sign,Jester,unknown,Train,train,baseline
vid_00598,Stop Sign,Jester,unknown,DS3,test,task3
vid_00599,Swipe Left,Jester,unknown,Train,train,baseline
vid_00600,Stop Sign,Jester,unknown,Train,train,baseline
vid_00601,Stop Sign,Jester,unknown,Train,train,baseline
vid_00602,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00603,Stop Sign,Jester,unknown,Train,train,baseline
vid_00604,Swipe Right,Jester,unknown,Train,train,baseline
vid_00605,Thumb Down,Jester,unknown,Train,train,baseline
vid_00606,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00607,Thumb Down,Jester,unknown,Train,train,baseline
vid_00608,Swipe Right,Jester,unknown,DS3,test,task3
vid_00609,Thumb Down,Jester,unknown,Train,train,baseline
vid_00610,Swipe Left,Jester,unknown,DS1,test,task1
vid_00611,Thumb Down,Jester,unknown,DS2,test,task2
vid_00612,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00613,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00614,Swipe Left,Jester,unknown,Train,train,baseline
vid_00615,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00616,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00617,Stop Sign,Jester,unknown,Train,train,baseline
vid_00618,Swipe Right,Jester,unknown,Train,train,baseline
vid_00619,Stop Sign,Jester,unknown,Train,train,baseline
vid_00620,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00621,Thumb Down,Jester,unknown,Train,train,baseline
vid_00622,Stop Sign,Jester,unknown,DS2,test,task2
vid_00623,Swipe Right,Jester,unknown,DS2,test,task2
vid_00624,Stop Sign,Jester,unknown,DS3,test,task3
vid_00625,Swipe Left,Jester,unknown,Train,train,baseline
vid_00626,Swipe Right,Jester,unknown,DS1,test,task1
vid_00627,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00628,Swipe Right,Jester,unknown,Train,train,baseline
vid_00629,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00630,Swipe Right,Jester,unknown,Train,train,baseline
vid_00631,Swipe Left,Jester,unknown,DS3,test,task3
vid_00632,Swipe Right,Jester,unknown,Train,train,baseline
vid_00633,Stop Sign,Jester,unknown,Train,train,baseline
vid_00634,Stop Sign,Jester,unknown,Train,train,baseline
vid_00635,Swipe Right,Jester,unknown,Train,train,baseline
vid_00636,Thumb Down,Jester,unknown,DS3,test,task3
vid_00637,Swipe Right,Jester,unknown,Train,train,baseline
vid_00638,Thumb Down,Jester,unknown,Train,train,baseline
vid_00639,Swipe Right,Jester,unknown,Train,train,baseline
vid_00640,Stop Sign,Jester,unknown,Train,train,baseline
vid_00641,Swipe Left,Jester,unknown,Train,train,baseline
vid_00642,Swipe Right,Jester,unknown,DS2,test,task2
vid_00643,Swipe Left,Jester,unknown,DS2,test,task2
vid_00644,Thumb Down,Jester,unknown,DS3,test,task3
vid_00645,Stop Sign,Jester,unknown,DS3,test,task3
vid_00646,Swipe Left,Jester,unknown,DS2,test,task2
vid_00647,Thumb Down,Jester,unknown,Train,train,baseline
vid_00648,Thumb Down,Jester,unknown,DS3,test,task3
vid_00649,Thumb Down,Jester,unknown,Train,train,baseline
vid_00650,Swipe Right,Jester,unknown,Train,train,baseline
vid_00651,Stop Sign,Jester,unknown,Train,train,baseline
vid_00652,Swipe Right,Jester,unknown,DS1,test,task1
vid_00653,Stop Sign,Jester,unknown,Train,train,baseline
vid_00654,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00655,Swipe Left,Jester,unknown,Train,train,baseline
vid_00656,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00657,Swipe Right,Jester,unknown,Train,train,baseline
vid_00658,Thumb Down,Jester,unknown,Train,train,baseline
vid_00659,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00660,Swipe Right,Jester,unknown,Train,train,baseline
vid_00661,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00662,Stop Sign,Jester,unknown,DS3,test,task3
vid_00663,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00664,Swipe Right,Jester,unknown,Train,train,baseline
vid_00665,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00666,Swipe Right,Jester,unknown,DS2,test,task2
vid_00667,Swipe Right,Jester,unknown,Train,train,baseline
vid_00668,Rolling Forward,Jester,unknown,DS2,test,task2
vid_00669,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00670,Stop Sign,Jester,unknown,Train,train,baseline
vid_00671,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00672,Thumb Down,Jester,unknown,Train,train,baseline
vid_00673,Rolling Forward,Jester,unknown,DS2,test,task2
vid_00674,Swipe Left,Jester,unknown,Train,train,baseline
vid_00675,Swipe Left,Jester,unknown,Train,train,baseline
vid_00676,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00677,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00678,Swipe Right,Jester,unknown,Train,train,baseline
vid_00679,Swipe Left,Jester,unknown,Train,train,baseline
vid_00680,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00681,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00682,Thumb Down,Jester,unknown,DS1,test,task1
vid_00683,Thumb Down,Jester,unknown,DS3,test,task3
vid_00684,Swipe Right,Jester,unknown,Train,train,baseline
vid_00685,Swipe Right,Jester,unknown,Train,train,baseline
vid_00686,Swipe Left,Jester,unknown,DS2,test,task2
vid_00687,Stop Sign,Jester,unknown,Train,train,baseline
vid_00688,Thumb Down,Jester,unknown,Train,train,baseline
vid_00689,Swipe Left,Jester,unknown,Train,train,baseline
vid_00690,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00691,Stop Sign,Jester,unknown,DS1,test,task1
vid_00692,Thumb Down,Jester,unknown,DS3,test,task3
vid_00693,Thumb Down,Jester,unknown,Train,train,baseline
vid_00694,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00695,Thumb Down,Jester,unknown,Train,train,baseline
vid_00696,Thumb Down,Jester,unknown,Train,train,baseline
vid_00697,Swipe Right,Jester,unknown,DS3,test,task3
vid_00698,Rolling Forward,Jester,unknown,DS2,test,task2
vid_00699,Stop Sign,Jester,unknown,Train,train,baseline
vid_00700,Swipe Right,Jester,unknown,Train,train,baseline
vid_00701,Swipe Right,Jester,unknown,Train,train,baseline
vid_00702,Swipe Right,Jester,unknown,DS1,test,task1
vid_00703,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00704,Swipe Right,Jester,unknown,Train,train,baseline
vid_00705,Rolling Forward,Jester,unknown,DS3,test,task3
vid_00706,Thumb Down,Jester,unknown,Train,train,baseline
vid_00707,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00708,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00709,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00710,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00711,Swipe Right,Jester,unknown,DS3,test,task3
vid_00712,Thumb Down,Jester,unknown,Train,train,baseline
vid_00713,Stop Sign,Jester,unknown,Train,train,baseline
vid_00714,Swipe Right,Jester,unknown,Train,train,baseline
vid_00715,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00716,Stop Sign,Jester,unknown,Train,train,baseline
vid_00717,Stop Sign,Jester,unknown,Train,train,baseline
vid_00718,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00719,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00720,Swipe Right,Jester,unknown,Train,train,baseline
vid_00721,Stop Sign,Jester,unknown,Train,train,baseline
vid_00722,Thumb Down,Jester,unknown,Train,train,baseline
vid_00723,Stop Sign,Jester,unknown,Train,train,baseline
vid_00724,Rolling Backward,Jester,unknown,DS1,test,task1
vid_00725,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00726,Stop Sign,Jester,unknown,Train,train,baseline
vid_00727,Swipe Left,Jester,unknown,Train,train,baseline
vid_00728,Swipe Left,Jester,unknown,DS1,test,task1
vid_00729,Rolling Forward,Jester,unknown,DS2,test,task2
vid_00730,Swipe Left,Jester,unknown,Train,train,baseline
vid_00731,Swipe Left,Jester,unknown,Train,train,baseline
vid_00732,Stop Sign,Jester,unknown,Train,train,baseline
vid_00733,Swipe Left,Jester,unknown,Train,train,baseline
vid_00734,Stop Sign,Jester,unknown,Train,train,baseline
vid_00735,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00736,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00737,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00738,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00739,Thumb Down,Jester,unknown,Train,train,baseline
vid_00740,Thumb Down,Jester,unknown,Train,train,baseline
vid_00741,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00742,Thumb Down,Jester,unknown,Train,train,baseline
vid_00743,Stop Sign,Jester,unknown,Train,train,baseline
vid_00744,Swipe Right,Jester,unknown,DS1,test,task1
vid_00745,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00746,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00747,Thumb Down,Jester,unknown,Train,train,baseline
vid_00748,Swipe Left,Jester,unknown,DS3,test,task3
vid_00749,Thumb Down,Jester,unknown,Train,train,baseline
vid_00750,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00751,Swipe Right,Jester,unknown,Train,train,baseline
vid_00752,Stop Sign,Jester,unknown,Train,train,baseline
vid_00753,Swipe Left,Jester,unknown,Train,train,baseline
vid_00754,Swipe Right,Jester,unknown,Train,train,baseline
vid_00755,Swipe Left,Jester,unknown,Train,train,baseline
vid_00756,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00757,Stop Sign,Jester,unknown,DS1,test,task1
vid_00758,Swipe Left,Jester,unknown,Train,train,baseline
vid_00759,Swipe Right,Jester,unknown,DS1,test,task1
vid_00760,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00761,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00762,Thumb Down,Jester,unknown,Train,train,baseline
vid_00763,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00764,Stop Sign,Jester,unknown,Train,train,baseline
vid_00765,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00766,Thumb Down,Jester,unknown,Train,train,baseline
vid_00767,Rolling Backward,Jester,unknown,DS3,test,task3
vid_00768,Swipe Left,Jester,unknown,Train,train,baseline
vid_00769,Swipe Left,Jester,unknown,Train,train,baseline
vid_00770,Swipe Left,Jester,unknown,Train,train,baseline
vid_00771,Thumb Down,Jester,unknown,Train,train,baseline
vid_00772,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00773,Rolling Forward,Jester,unknown,DS1,test,task1
vid_00774,Swipe Left,Jester,unknown,Train,train,baseline
vid_00775,Rolling Forward,Jester,unknown,Train,train,baseline
vid_00776,Swipe Right,Jester,unknown,Train,train,baseline
vid_00777,Rolling Backward,Jester,unknown,DS2,test,task2
vid_00778,Thumb Down,Jester,unknown,DS1,test,task1
vid_00779,Swipe Right,Jester,unknown,Train,train,baseline
vid_00780,Thumb Down,Jester,unknown,Train,train,baseline
vid_00781,Rolling Backward,Jester,unknown,Train,train,baseline
vid_00782,Stop Sign,Jester,unknown,DS2,test,task2
vid_00783,Swipe Left,Jester,unknown,Train,train,baseline
vid_00784,Stop Sign,Jester,unknown,Train,train,baseline
vid_00785,Swipe Left,Jester,unknown,DS3,test,task3
vid_00786,Swipe Right,Jester,unknown,Train,train,baseline
